country,indicator,date,year_week,value,source,url
Portugal,Daily hospital occupancy,2020-05-16,2020-W20,657,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-17,2020-W20,649,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-18,2020-W21,628,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-19,2020-W21,629,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-20,2020-W21,609,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-21,2020-W21,608,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-22,2020-W21,576,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-23,2020-W21,550,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-24,2020-W21,536,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-25,2020-W22,531,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-26,2020-W22,513,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-27,2020-W22,510,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-28,2020-W22,512,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-29,2020-W22,529,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-30,2020-W22,514,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-05-31,2020-W22,474,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-01,2020-W23,471,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-02,2020-W23,432,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-03,2020-W23,428,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-04,2020-W23,445,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-05,2020-W23,475,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-06,2020-W23,414,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-07,2020-W23,398,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-08,2020-W24,366,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-09,2020-W24,394,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-10,2020-W24,417,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-11,2020-W24,415,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-12,2020-W24,440,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-13,2020-W24,428,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-14,2020-W24,419,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-15,2020-W25,431,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-16,2020-W25,423,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-17,2020-W25,435,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-18,2020-W25,416,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-19,2020-W25,422,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-20,2020-W25,422,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-21,2020-W25,407,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-22,2020-W26,424,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-23,2020-W26,441,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-24,2020-W26,429,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-25,2020-W26,436,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-26,2020-W26,457,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-27,2020-W26,442,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-28,2020-W26,458,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-29,2020-W27,489,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-06-30,2020-W27,491,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-01,2020-W27,503,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-02,2020-W27,510,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-03,2020-W27,495,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-04,2020-W27,489,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-05,2020-W27,504,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-06,2020-W28,513,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-07,2020-W28,511,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-08,2020-W28,512,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-09,2020-W28,487,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-10,2020-W28,471,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-11,2020-W28,459,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-12,2020-W28,462,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-13,2020-W29,467,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-14,2020-W29,472,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-15,2020-W29,478,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-16,2020-W29,476,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-17,2020-W29,447,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-18,2020-W29,452,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-19,2020-W29,439,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-20,2020-W30,454,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-21,2020-W30,439,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-22,2020-W30,439,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-23,2020-W30,431,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-24,2020-W30,420,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-25,2020-W30,410,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-26,2020-W30,403,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-27,2020-W31,414,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-28,2020-W31,402,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-29,2020-W31,403,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-30,2020-W31,403,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-07-31,2020-W31,381,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-01,2020-W31,375,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-02,2020-W31,378,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-03,2020-W32,390,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-04,2020-W32,401,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-05,2020-W32,384,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-06,2020-W32,369,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-07,2020-W32,356,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-08,2020-W32,357,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-09,2020-W32,366,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-10,2020-W33,374,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-11,2020-W33,365,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-12,2020-W33,367,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-13,2020-W33,358,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-14,2020-W33,348,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-15,2020-W33,320,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-16,2020-W33,325,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-17,2020-W34,336,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-18,2020-W34,336,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-19,2020-W34,329,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-20,2020-W34,334,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-21,2020-W34,321,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-22,2020-W34,316,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-23,2020-W34,317,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-24,2020-W35,321,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-25,2020-W35,325,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-26,2020-W35,311,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-27,2020-W35,317,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-28,2020-W35,334,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-29,2020-W35,324,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-30,2020-W35,341,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-08-31,2020-W36,349,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-01,2020-W36,350,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-02,2020-W36,337,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-03,2020-W36,334,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-04,2020-W36,339,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-05,2020-W36,345,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-06,2020-W36,354,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-07,2020-W37,381,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-08,2020-W37,394,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-09,2020-W37,391,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-10,2020-W37,406,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-11,2020-W37,404,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-12,2020-W37,438,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-13,2020-W37,452,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-14,2020-W38,477,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-15,2020-W38,478,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-16,2020-W38,482,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-17,2020-W38,480,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-18,2020-W38,465,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-19,2020-W38,497,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-20,2020-W38,511,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-21,2020-W39,518,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-22,2020-W39,546,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-23,2020-W39,571,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-24,2020-W39,588,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-25,2020-W39,624,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-26,2020-W39,615,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-27,2020-W39,635,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-28,2020-W40,659,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-29,2020-W40,661,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-09-30,2020-W40,666,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-01,2020-W40,682,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-02,2020-W40,682,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-03,2020-W40,668,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-04,2020-W40,682,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-05,2020-W41,701,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-06,2020-W41,732,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-07,2020-W41,764,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-08,2020-W41,801,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-09,2020-W41,811,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-10,2020-W41,831,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-11,2020-W41,843,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-12,2020-W42,877,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-13,2020-W42,916,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-14,2020-W42,957,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-15,2020-W42,993,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-16,2020-W42,1015,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-17,2020-W42,1012,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-18,2020-W42,1086,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-19,2020-W43,1174,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-20,2020-W43,1237,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-21,2020-W43,1272,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-22,2020-W43,1365,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-23,2020-W43,1418,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-24,2020-W43,1455,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily hospital occupancy,2020-10-25,2020-W43,1574,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-03,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-04,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-05,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-06,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-07,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-08,2020-W10,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-09,2020-W11,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-10,2020-W11,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-11,2020-W11,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-12,2020-W11,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-13,2020-W11,0,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-14,2020-W11,10,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-15,2020-W11,9,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-16,2020-W12,18,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-17,2020-W12,17,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-18,2020-W12,20,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-19,2020-W12,20,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-20,2020-W12,26,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-21,2020-W12,35,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-22,2020-W12,41,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-23,2020-W13,47,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-24,2020-W13,48,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-25,2020-W13,61,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-26,2020-W13,61,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-27,2020-W13,71,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-28,2020-W13,89,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-29,2020-W13,138,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-30,2020-W14,164,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-03-31,2020-W14,188,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-04-01,2020-W14,230,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-04-02,2020-W14,240,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-04-03,2020-W14,245,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,Daily ICU occupancy,2020-04-04,2020-W14,251,Country_Website,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
