country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Czechia,CZ,CZE,10649800,2020-04-15,371.0,77.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-15,362.0,89.0,Country_Website
Estonia,EE,EST,1324820,2020-04-15,,10.0,Surveillance
Estonia,EE,EST,1324820,2020-04-15,132.0,,Country_API
Finland,FI,FIN,5517919,2020-04-15,226.0,75.0,External_Github
France,FR,FRA,67012883,2020-04-15,31623.0,6331.0,Country_Website
Iceland,IS,ISL,356991,2020-04-15,33.0,6.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-15,881.0,140.0,Country_Website
Italy,IT,ITA,60359546,2020-04-15,30722.0,3079.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-15,46.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-15,168.0,44.0,Country_Website
Malta,MT,MLT,493559,2020-04-15,,2.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-15,,1167.0,Other Website
Norway,NO,NOR,5328212,2020-04-15,190.0,,Country_API
Poland,PL,POL,37972812,2020-04-15,2499.0,,Surveillance
Portugal,PT,PRT,10276617,2020-04-15,1200.0,208.0,Country_Website
Romania,RO,ROU,19414458,2020-04-15,,245.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-15,96.0,34.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-15,18530.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-14,5532.0,1204.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-14,209.0,29.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-14,385.0,83.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-14,380.0,93.0,Country_Website
Estonia,EE,EST,1324820,2020-04-14,144.0,,Country_API
Estonia,EE,EST,1324820,2020-04-14,,10.0,Surveillance
Finland,FI,FIN,5517919,2020-04-14,232.0,75.0,External_Github
France,FR,FRA,67012883,2020-04-14,32131.0,6599.0,Country_Website
Iceland,IS,ISL,356991,2020-04-14,31.0,8.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-14,868.0,149.0,Country_Website
Italy,IT,ITA,60359546,2020-04-14,31197.0,3186.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-14,46.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-14,183.0,43.0,Country_Website
Malta,MT,MLT,493559,2020-04-14,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-14,,1192.0,Other Website
Norway,NO,NOR,5328212,2020-04-14,201.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-14,1227.0,218.0,Country_Website
Romania,RO,ROU,19414458,2020-04-14,,241.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-14,103.0,35.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-14,19232.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-13,5554.0,1226.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-13,230.0,36.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-13,394.0,93.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-13,388.0,100.0,Country_Website
Estonia,EE,EST,1324820,2020-04-13,,11.0,Surveillance
Estonia,EE,EST,1324820,2020-04-13,146.0,,Country_API
Finland,FI,FIN,5517919,2020-04-13,230.0,74.0,External_Github
France,FR,FRA,67012883,2020-04-13,31952.0,6690.0,Country_Website
Iceland,IS,ISL,356991,2020-04-13,35.0,8.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-13,868.0,143.0,Country_Website
Italy,IT,ITA,60359546,2020-04-13,31283.0,3260.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-13,44.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-13,181.0,42.0,Country_Website
Malta,MT,MLT,493559,2020-04-13,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-13,,1215.0,Other Website
Norway,NO,NOR,5328212,2020-04-13,204.0,,Country_API
Poland,PL,POL,37972812,2020-04-13,2510.0,,Surveillance
Portugal,PT,PRT,10276617,2020-04-13,1187.0,188.0,Country_Website
Romania,RO,ROU,19414458,2020-04-13,,231.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-13,95.0,33.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-13,19370.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-12,5441.0,1234.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-12,230.0,36.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-12,400.0,100.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-12,396.0,104.0,Country_Website
Estonia,EE,EST,1324820,2020-04-12,,9.0,Surveillance
Estonia,EE,EST,1324820,2020-04-12,153.0,,Country_API
Finland,FI,FIN,5517919,2020-04-12,235.0,77.0,External_Github
France,FR,FRA,67012883,2020-04-12,31665.0,6714.0,Country_Website
Iceland,IS,ISL,356991,2020-04-12,40.0,9.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-12,853.0,148.0,Country_Website
Italy,IT,ITA,60359546,2020-04-12,31190.0,3343.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-12,43.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-12,201.0,40.0,Country_Website
Malta,MT,MLT,493559,2020-04-12,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-12,,1232.0,Other Website
Norway,NO,NOR,5328212,2020-04-12,214.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-12,1177.0,228.0,Country_Website
Romania,RO,ROU,19414458,2020-04-12,,204.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-12,95.0,35.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-12,19849.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-11,5437.0,1232.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-11,231.0,35.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-11,403.0,87.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-11,408.0,106.0,Country_Website
Estonia,EE,EST,1324820,2020-04-11,150.0,,Country_API
Estonia,EE,EST,1324820,2020-04-11,,11.0,Surveillance
Finland,FI,FIN,5517919,2020-04-11,235.0,80.0,External_Github
France,FR,FRA,67012883,2020-04-11,31159.0,6752.0,Country_Website
Iceland,IS,ISL,356991,2020-04-11,40.0,9.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-11,856.0,155.0,Country_Website
Italy,IT,ITA,60359546,2020-04-11,31525.0,3381.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-11,36.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-11,190.0,40.0,Country_Website
Malta,MT,MLT,493559,2020-04-11,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-11,,1250.0,Other Website
Norway,NO,NOR,5328212,2020-04-11,214.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-11,1175.0,233.0,Country_Website
Romania,RO,ROU,19414458,2020-04-11,,208.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-11,94.0,35.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-11,19493.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-10,5663.0,1262.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-10,231.0,33.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-10,403.0,89.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-10,401.0,113.0,Country_Website
Estonia,EE,EST,1324820,2020-04-10,,11.0,Surveillance
Estonia,EE,EST,1324820,2020-04-10,143.0,,Country_API
Finland,FI,FIN,5517919,2020-04-10,236.0,81.0,External_Github
France,FR,FRA,67012883,2020-04-10,31108.0,6875.0,Country_Website
Iceland,IS,ISL,356991,2020-04-10,38.0,10.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-10,825.0,155.0,Country_Website
Italy,IT,ITA,60359546,2020-04-10,31739.0,3497.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-10,35.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-10,203.0,38.0,Country_Website
Malta,MT,MLT,493559,2020-04-10,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-10,,1285.0,Other Website
Norway,NO,NOR,5328212,2020-04-10,234.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-10,1179.0,226.0,Country_Website
Romania,RO,ROU,19414458,2020-04-10,,183.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-10,106.0,36.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-10,19617.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-09,5636.0,1278.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-09,233.0,32.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-09,416.0,96.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-09,433.0,120.0,Country_Website
Estonia,EE,EST,1324820,2020-04-09,,9.0,Surveillance
Estonia,EE,EST,1324820,2020-04-09,136.0,,Country_API
Finland,FI,FIN,5517919,2020-04-09,244.0,82.0,External_Github
France,FR,FRA,67012883,2020-04-09,30608.0,6937.0,Country_Website
Iceland,IS,ISL,356991,2020-04-09,38.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-09,838.0,151.0,Country_Website
Italy,IT,ITA,60359546,2020-04-09,32004.0,3605.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-09,38.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-09,202.0,39.0,Country_Website
Malta,MT,MLT,493559,2020-04-09,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-09,,1278.0,Other Website
Norway,NO,NOR,5328212,2020-04-09,252.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-09,1173.0,241.0,Country_Website
Romania,RO,ROU,19414458,2020-04-09,,178.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-09,108.0,34.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-09,19495.0,,Country_Website
Austria,AT,AUT,8858775,2020-04-08,1096.0,,Surveillance
Belgium,BE,BEL,11455519,2020-04-08,5616.0,1285.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-08,233.0,27.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-08,422.0,94.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-08,453.0,127.0,Country_Website
Estonia,EE,EST,1324820,2020-04-08,,9.0,Surveillance
Estonia,EE,EST,1324820,2020-04-08,130.0,,Country_API
Finland,FI,FIN,5517919,2020-04-08,239.0,82.0,External_Github
France,FR,FRA,67012883,2020-04-08,30217.0,7019.0,Country_Website
Iceland,IS,ISL,356991,2020-04-08,40.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-08,837.0,146.0,Country_Website
Italy,IT,ITA,60359546,2020-04-08,32178.0,3693.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-08,39.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-08,211.0,43.0,Country_Website
Malta,MT,MLT,493559,2020-04-08,,5.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-08,,1283.0,Other Website
Norway,NO,NOR,5328212,2020-04-08,250.0,,Country_API
Poland,PL,POL,37972812,2020-04-08,2425.0,,Surveillance
Portugal,PT,PRT,10276617,2020-04-08,1211.0,245.0,Country_Website
Romania,RO,ROU,19414458,2020-04-08,,162.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-08,111.0,35.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-08,19337.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-07,5715.0,1276.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-07,213.0,26.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-07,412.0,100.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-07,472.0,127.0,Country_Website
Estonia,EE,EST,1324820,2020-04-07,,11.0,Surveillance
Estonia,EE,EST,1324820,2020-04-07,140.0,,Country_API
Finland,FI,FIN,5517919,2020-04-07,231.0,83.0,External_Github
France,FR,FRA,67012883,2020-04-07,29871.0,7004.0,Country_Website
Iceland,IS,ISL,356991,2020-04-07,43.0,12.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-07,828.0,143.0,Country_Website
Italy,IT,ITA,60359546,2020-04-07,32510.0,3792.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-07,41.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-07,200.0,41.0,Country_Website
Malta,MT,MLT,493559,2020-04-07,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-07,,1316.0,Other Website
Norway,NO,NOR,5328212,2020-04-07,277.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-07,1180.0,271.0,Country_Website
Romania,RO,ROU,19414458,2020-04-07,,274.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-07,109.0,32.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-07,18957.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-06,5759.0,1260.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-06,210.0,26.0,External_Github
Czechia,CZ,CZE,10649800,2020-04-06,394.0,88.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-06,497.0,133.0,Country_Website
Estonia,EE,EST,1324820,2020-04-06,,12.0,Surveillance
Estonia,EE,EST,1324820,2020-04-06,132.0,,Country_API
Finland,FI,FIN,5517919,2020-04-06,228.0,81.0,External_Github
France,FR,FRA,67012883,2020-04-06,29569.0,6948.0,Country_Website
Iceland,IS,ISL,356991,2020-04-06,38.0,13.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-06,829.0,144.0,Country_Website
Italy,IT,ITA,60359546,2020-04-06,32874.0,3898.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-06,44.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-06,201.0,41.0,Country_Website
Malta,MT,MLT,493559,2020-04-06,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-06,,1314.0,Other Website
Norway,NO,NOR,5328212,2020-04-06,314.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-06,1099.0,270.0,Country_Website
Romania,RO,ROU,19414458,2020-04-06,,179.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-06,112.0,30.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-06,18256.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-05,5620.0,1267.0,Country_Website
Czechia,CZ,CZE,10649800,2020-04-05,370.0,82.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-05,498.0,138.0,Country_Website
Estonia,EE,EST,1324820,2020-04-05,,14.0,Surveillance
Estonia,EE,EST,1324820,2020-04-05,135.0,,Country_API
Finland,FI,FIN,5517919,2020-04-05,209.0,76.0,External_Github
France,FR,FRA,67012883,2020-04-05,28747.0,6859.0,Country_Website
Iceland,IS,ISL,356991,2020-04-05,36.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-05,702.0,139.0,Country_Website
Italy,IT,ITA,60359546,2020-04-05,32926.0,3977.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-05,36.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-05,203.0,43.0,Country_Website
Malta,MT,MLT,493559,2020-04-05,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-05,,1306.0,Other Website
Norway,NO,NOR,5328212,2020-04-05,310.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-05,1084.0,267.0,Country_Website
Romania,RO,ROU,19414458,2020-04-05,,141.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-05,110.0,31.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-05,17779.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-04,5531.0,1261.0,Country_Website
Czechia,CZ,CZE,10649800,2020-04-04,365.0,85.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-04,503.0,138.0,Country_Website
Estonia,EE,EST,1324820,2020-04-04,,17.0,Surveillance
Estonia,EE,EST,1324820,2020-04-04,134.0,,Country_API
Finland,FI,FIN,5517919,2020-04-04,187.0,73.0,External_Github
France,FR,FRA,67012883,2020-04-04,28003.0,6723.0,Country_Website
Iceland,IS,ISL,356991,2020-04-04,37.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-04,738.0,140.0,Country_Website
Italy,IT,ITA,60359546,2020-04-04,33004.0,3994.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-04,29.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-04,216.0,43.0,Country_Website
Malta,MT,MLT,493559,2020-04-04,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-04,,1282.0,Other Website
Norway,NO,NOR,5328212,2020-04-04,306.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-04,1075.0,251.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-04,109.0,32.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-04,16587.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-03,5513.0,1245.0,Country_Website
Czechia,CZ,CZE,10649800,2020-04-03,376.0,88.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-03,516.0,139.0,Country_Website
Estonia,EE,EST,1324820,2020-04-03,118.0,,Country_API
Estonia,EE,EST,1324820,2020-04-03,,20.0,Surveillance
Finland,FI,FIN,5517919,2020-04-03,180.0,72.0,External_Github
France,FR,FRA,67012883,2020-04-03,27302.0,6556.0,Country_Website
Iceland,IS,ISL,356991,2020-04-03,41.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-03,704.0,137.0,Country_Website
Italy,IT,ITA,60359546,2020-04-03,32809.0,4068.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-03,31.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-03,212.0,45.0,Country_Website
Malta,MT,MLT,493559,2020-04-03,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-03,,1278.0,Other Website
Norway,NO,NOR,5328212,2020-04-03,318.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-03,1058.0,245.0,Country_Website
Romania,RO,ROU,19414458,2020-04-03,,83.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-03,114.0,30.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-03,14729.0,,Country_Website
Austria,AT,AUT,8858775,2020-04-02,1057.0,,Surveillance
Belgium,BE,BEL,11455519,2020-04-02,5383.0,1205.0,Country_Website
Czechia,CZ,CZE,10649800,2020-04-02,351.0,78.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-02,531.0,146.0,Country_Website
Estonia,EE,EST,1324820,2020-04-02,,16.0,Surveillance
Estonia,EE,EST,1324820,2020-04-02,97.0,,Country_API
Finland,FI,FIN,5517919,2020-04-02,160.0,65.0,External_Github
France,FR,FRA,67012883,2020-04-02,26131.0,6305.0,Country_Website
Iceland,IS,ISL,356991,2020-04-02,44.0,12.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-02,655.0,132.0,Country_Website
Italy,IT,ITA,60359546,2020-04-02,32593.0,4053.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-02,29.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-02,211.0,40.0,Country_Website
Malta,MT,MLT,493559,2020-04-02,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-02,,1251.0,Other Website
Norway,NO,NOR,5328212,2020-04-02,318.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-02,1042.0,240.0,Country_Website
Romania,RO,ROU,19414458,2020-04-02,,78.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-02,108.0,30.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-02,13255.0,,Country_Website
Belgium,BE,BEL,11455519,2020-04-01,5220.0,1144.0,Country_Website
Czechia,CZ,CZE,10649800,2020-04-01,344.0,75.0,Country_Website
Denmark,DK,DNK,5806081,2020-04-01,535.0,146.0,Country_Website
Estonia,EE,EST,1324820,2020-04-01,93.0,,Country_API
Estonia,EE,EST,1324820,2020-04-01,,16.0,Surveillance
Finland,FI,FIN,5517919,2020-04-01,159.0,62.0,External_Github
France,FR,FRA,67012883,2020-04-01,24543.0,5940.0,Country_Website
Iceland,IS,ISL,356991,2020-04-01,43.0,14.0,Country_Website
Ireland,IE,IRL,4904240,2020-04-01,656.0,128.0,Country_Website
Italy,IT,ITA,60359546,2020-04-01,32438.0,4035.0,Country_Github
Latvia,LV,LVA,1919968,2020-04-01,28.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-01,187.0,33.0,Country_Website
Malta,MT,MLT,493559,2020-04-01,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-04-01,,1210.0,Other Website
Norway,NO,NOR,5328212,2020-04-01,325.0,,Country_API
Portugal,PT,PRT,10276617,2020-04-01,726.0,230.0,Country_Website
Slovenia,SI,SVN,2080908,2020-04-01,109.0,31.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-01,13108.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-31,4989.0,1088.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-31,320.0,72.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-31,529.0,145.0,Country_Website
Estonia,EE,EST,1324820,2020-03-31,,15.0,Surveillance
Estonia,EE,EST,1324820,2020-03-31,102.0,,Country_API
Finland,FI,FIN,5517919,2020-03-31,137.0,56.0,External_Github
France,FR,FRA,67012883,2020-03-31,22672.0,5496.0,Country_Website
Iceland,IS,ISL,356991,2020-03-31,40.0,13.0,Country_Website
Ireland,IE,IRL,4904240,2020-03-31,596.0,120.0,Country_Website
Italy,IT,ITA,60359546,2020-03-31,32215.0,4023.0,Country_Github
Latvia,LV,LVA,1919968,2020-03-31,27.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-31,185.0,32.0,Country_Website
Malta,MT,MLT,493559,2020-03-31,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-31,,1193.0,Other Website
Norway,NO,NOR,5328212,2020-03-31,317.0,,Country_API
Portugal,PT,PRT,10276617,2020-03-31,627.0,188.0,Country_Website
Romania,RO,ROU,19414458,2020-03-31,,62.0,Country_Website
Slovenia,SI,SVN,2080908,2020-03-31,110.0,28.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-31,12205.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-30,4897.0,1021.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-30,293.0,66.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-30,533.0,137.0,Country_Website
Estonia,EE,EST,1324820,2020-03-30,95.0,,Country_API
Estonia,EE,EST,1324820,2020-03-30,,13.0,Surveillance
Finland,FI,FIN,5517919,2020-03-30,143.0,49.0,External_Github
France,FR,FRA,67012883,2020-03-30,20946.0,5056.0,Country_Website
Iceland,IS,ISL,356991,2020-03-30,37.0,11.0,Country_Website
Ireland,IE,IRL,4904240,2020-03-30,571.0,107.0,Country_Website
Italy,IT,ITA,60359546,2020-03-30,31776.0,3981.0,Country_Github
Latvia,LV,LVA,1919968,2020-03-30,28.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-30,180.0,30.0,Country_Website
Malta,MT,MLT,493559,2020-03-30,,3.0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-30,,1128.0,Other Website
Norway,NO,NOR,5328212,2020-03-30,321.0,,Country_API
Portugal,PT,PRT,10276617,2020-03-30,571.0,164.0,Country_Website
Romania,RO,ROU,19414458,2020-03-30,,53.0,Country_Website
Slovenia,SI,SVN,2080908,2020-03-30,117.0,29.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-30,10732.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-29,4480.0,942.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-29,282.0,53.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-29,499.0,131.0,Country_Website
Estonia,EE,EST,1324820,2020-03-29,,13.0,Surveillance
Estonia,EE,EST,1324820,2020-03-29,88.0,,Country_API
Finland,FI,FIN,5517919,2020-03-29,134.0,41.0,External_Github
France,FR,FRA,67012883,2020-03-29,19311.0,4592.0,Country_Website
Iceland,IS,ISL,356991,2020-03-29,30.0,10.0,Country_Website
Ireland,IE,IRL,4904240,2020-03-29,513.0,96.0,Country_Website
Italy,IT,ITA,60359546,2020-03-29,31292.0,3906.0,Country_Github
Luxembourg,LU,LUX,613894,2020-03-29,187.0,27.0,Country_Website
Malta,MT,MLT,493559,2020-03-29,,4.0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-29,,1040.0,Other Website
Norway,NO,NOR,5328212,2020-03-29,317.0,,Country_API
Portugal,PT,PRT,10276617,2020-03-29,486.0,138.0,Country_Website
Romania,RO,ROU,19414458,2020-03-29,,38.0,Country_Website
Slovenia,SI,SVN,2080908,2020-03-29,108.0,24.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-29,9237.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-28,4089.0,867.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-28,271.0,57.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-28,459.0,121.0,Country_Website
Estonia,EE,EST,1324820,2020-03-28,,10.0,Surveillance
Estonia,EE,EST,1324820,2020-03-28,72.0,,Country_API
Finland,FI,FIN,5517919,2020-03-28,112.0,31.0,External_Github
France,FR,FRA,67012883,2020-03-28,17580.0,4236.0,Country_Website
Iceland,IS,ISL,356991,2020-03-28,26.0,7.0,Country_Website
Ireland,IE,IRL,4904240,2020-03-28,442.0,80.0,Country_Website
Italy,IT,ITA,60359546,2020-03-28,30532.0,3856.0,Country_Github
Luxembourg,LU,LUX,613894,2020-03-28,181.0,29.0,Country_Website
Malta,MT,MLT,493559,2020-03-28,,2.0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-28,,993.0,Other Website
Norway,NO,NOR,5328212,2020-03-28,291.0,,Country_API
Portugal,PT,PRT,10276617,2020-03-28,418.0,89.0,Country_Website
Romania,RO,ROU,19414458,2020-03-28,,34.0,Country_Website
Slovenia,SI,SVN,2080908,2020-03-28,102.0,23.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-28,8019.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-27,3650.0,789.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-27,237.0,48.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-27,430.0,109.0,Country_Website
Estonia,EE,EST,1324820,2020-03-27,,10.0,Surveillance
Estonia,EE,EST,1324820,2020-03-27,59.0,,Country_API
Finland,FI,FIN,5517919,2020-03-27,108.0,32.0,External_Github
France,FR,FRA,67012883,2020-03-27,15701.0,3758.0,Country_Website
Iceland,IS,ISL,356991,2020-03-27,20.0,6.0,Country_Website
Ireland,IE,IRL,4904240,2020-03-27,380.0,68.0,Country_Website
Italy,IT,ITA,60359546,2020-03-27,29761.0,3732.0,Country_Github
Luxembourg,LU,LUX,613894,2020-03-27,154.0,26.0,Country_Website
Malta,MT,MLT,493559,2020-03-27,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-03-27,,928.0,Other Website
Norway,NO,NOR,5328212,2020-03-27,303.0,,Country_API
Portugal,PT,PRT,10276617,2020-03-27,354.0,71.0,Country_Website
Slovenia,SI,SVN,2080908,2020-03-27,102.0,22.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-27,7043.0,,Country_Website
Belgium,BE,BEL,11455519,2020-03-26,3077.0,690.0,Country_Website
Czechia,CZ,CZE,10649800,2020-03-26,205.0,38.0,Country_Website
Denmark,DK,DNK,5806081,2020-03-26,386.0,94.0,Country_Website
