country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Poland,PL,POL,37972812,352,10,2020-05-29,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-09-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1437,40,2020-06-11,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-07-05,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,954,2,2020-04-07,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-02-28,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3922,365,2020-03-27,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2673,574,2020-04-14,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,65,2,2020-05-07,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-01-04,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,11,0,2020-10-24,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,6,0,2020-06-17,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-06-03,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-02-05,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-01-04,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,132,6,2020-06-19,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,344,12,2020-09-24,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,20,1,2020-05-18,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,100,0,2020-10-11,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6196,71,2020-09-22,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,43,8,2020-05-09,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1441,249,2020-06-03,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,43,3,2020-05-21,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,597,5,2020-10-15,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,268,0,2020-10-24,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1873,518,2020-04-06,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-03-10,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,575,4,2020-08-31,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,11,3,2020-05-06,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,32,0,2020-04-10,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,5248,14,2020-10-06,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,82,0,2020-06-20,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,16521,296,2020-10-25,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-08-09,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-01-07,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,17,0,2020-08-24,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-03-07,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,170,10,2020-04-12,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-03-14,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,65,3,2020-09-15,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,543,13,2020-07-07,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Faroes,,,48865,4,0,2020-10-01,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,56,2,2020-07-29,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,155,9,2020-06-15,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1059,45,2020-09-23,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,785,8,2020-10-14,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,64,10,2020-05-18,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,245,7,2020-04-02,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,3,0,2020-09-13,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-07-04,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-01-30,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,13,0,2020-04-12,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,4,0,2020-05-16,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,491,4,2020-10-02,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,396,0,2020-06-13,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,10559,86,2020-05-07,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,510,1,2020-05-27,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,91,0,2020-08-23,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,28,0,2020-04-23,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,158,10,2020-09-05,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,331,15,2020-04-09,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,28,0,2020-03-14,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,30,0,2020-08-19,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1,0,2020-02-17,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,20,0,2020-04-17,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-01-11,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-01-17,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2020-02-06,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,8,1,2020-05-16,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,678,11,2020-07-13,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,54,0,2020-09-08,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,1,0,2020-03-29,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-24,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,295,18,2020-05-01,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,441,20,2020-04-10,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-02-22,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,424,22,2020-04-04,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-06-16,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-16,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,111,1,2020-10-02,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,210,8,2020-06-01,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,294,3,2020-08-29,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-03-08,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,270,9,2020-08-01,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,269,22,2020-06-30,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,8,3,2020-04-27,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,750,67,2020-04-21,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,44,2,2020-05-10,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,2020-10-17,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,6153,660,2020-03-27,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,0,2020-08-18,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,4,0,2020-04-01,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2,0,2020-06-18,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3,0,2020-05-29,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-02-09,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,15,1,2020-08-31,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,442,15,2020-05-28,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-05-12,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1,0,2020-03-13,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,11615,188,2020-10-07,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,735,17,2020-08-20,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,44,1,2020-04-19,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-01-29,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-07-02,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-07,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-04-06,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-02-27,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,2020-02-02,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-05-29,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-02-26,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,95,0,2020-06-26,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-01-05,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,50,4,2020-04-14,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,99,8,2020-09-10,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,110,0,2020-09-17,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-09-15,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-02-17,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-20,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-03-07,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,25,1,2020-05-27,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,230,1,2020-07-24,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,406,6,2020-10-07,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,52,0,2020-03-14,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-01-24,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-02-05,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,26,0,2020-06-01,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,31,2,2020-09-01,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,119,1,2020-08-29,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2020-01-02,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2141,30,2020-09-01,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-03-05,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,3,0,2020-09-04,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,96,6,2020-09-07,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,14,2,2020-04-16,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,80,9,2020-04-26,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,212,0,2020-09-20,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,972,23,2020-05-21,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,245,13,2020-08-03,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-09-05,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-08-22,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,36,0,2020-03-26,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,36,2,2020-03-31,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,25,0,2020-06-16,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1512,58,2020-09-11,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,5,0,2020-09-03,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-07-17,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,139,1,2020-03-21,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-02-11,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-01-12,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,59,2,2020-05-01,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-08-01,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,159,0,2020-09-28,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-01-17,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-02-06,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-08-08,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-05-31,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,894,8,2020-09-30,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2843,27,2020-10-04,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2020-01-05,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,65,2,2020-03-26,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,879,6,2020-06-08,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2,0,2020-06-20,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,372,4,2020-09-11,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,0,2020-06-22,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-04-22,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-02-10,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,2020-02-20,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,40,0,2020-04-04,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1304,202,2020-04-29,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,652,87,2020-05-17,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,132,2,2020-07-29,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,54,0,2020-03-17,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,685,139,2020-05-05,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6422,156,2020-07-16,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,808,27,2020-04-02,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,340,10,2020-06-02,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,46,4,2020-05-15,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,50,5,2020-09-12,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,0,2020-07-23,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-06,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,15,0,2020-06-11,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,30,2,2020-04-25,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-09-20,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2,0,2020-04-24,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,1,0,2020-04-09,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-01-04,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-06-10,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,120,0,2020-08-10,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,11,3,2020-06-03,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,7,0,2020-03-15,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,44,1,2020-06-12,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,300,16,2020-06-24,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,74,0,2020-10-04,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-08-12,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-03-08,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,585,0,2020-06-18,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,216,1,2020-07-13,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2020-01-02,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,315,9,2020-07-06,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-23,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,16,0,2020-04-11,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-10-02,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,2020-10-18,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-05-27,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-26,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,345,14,2020-06-18,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,45,7,2020-09-22,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,5,0,2020-08-19,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,42,0,2020-05-08,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,652,2,2020-08-16,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1499,4,2020-09-08,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-05-06,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,15,2,2020-05-21,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-09-11,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,0,2020-05-05,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,30,0,2020-03-17,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-09-28,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,154,0,2020-09-18,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,753,10,2020-06-14,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-07-20,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,8,0,2020-04-05,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-05-27,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,279,19,2020-04-03,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-15,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,506,5,2020-08-22,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,518,25,2020-09-08,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-04-26,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,73,0,2020-06-29,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-02-06,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-08-09,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-01-02,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-01-12,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-08-02,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-08,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-07-22,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-06-12,"Epidemic intelligence, national daily data"
Faroes,,,48865,2,0,2020-08-05,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,150,8,2020-04-10,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1584,32,2020-09-27,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,70,1,2020-10-04,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-06-05,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,8,0,2020-04-05,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,6,2,2020-05-05,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,13,0,2020-10-19,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,1,2020-06-13,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,654,4,2020-09-06,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2020-02-23,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,1,0,2020-02-28,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,38,0,2020-08-26,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2020-01-30,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-07-11,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,210,44,2020-05-25,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1137,1,2020-05-28,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,11,0,2020-06-24,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,0,2020-03-09,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,2020-03-30,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,1,0,2020-05-20,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,62,1,2020-06-12,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-02-05,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-06-27,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,71,0,2020-09-12,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-02-05,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1972,7,2020-09-19,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,442,71,2020-05-08,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,825,6,2020-10-23,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,5,0,2020-09-19,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,31,3,2020-06-24,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,3,0,2020-03-27,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-02-16,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-02-14,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,3820,9,2020-10-03,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,1322,17,2020-10-02,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-01-10,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-02-16,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-01-04,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-09-24,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,238,5,2020-08-16,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,127,7,2020-05-05,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-02-15,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,97,2,2020-09-15,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-02-22,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-02-18,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-04-01,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,48,2,2020-04-20,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,102,2,2020-05-07,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,301,9,2020-06-30,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2020-01-24,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,8,0,2020-08-28,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,0,2020-05-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-09-16,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-06-13,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,227,0,2020-08-28,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-05-18,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,7,0,2020-05-17,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,84,0,2020-08-27,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-04-19,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-02-23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,287,6,2020-07-16,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1766,17,2020-09-28,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,2020-05-23,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,79,2,2020-07-01,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-06-08,"Epidemic intelligence, national daily data"
